Hour;Price;Day;League;League Type;League Length;Week
1425;127.05;59;Bestiary;Standard;Long;10
1431;126.88;59;Bestiary;Standard;Long;10
1437;126.68;59;Bestiary;Standard;Long;10
1443;127.0;60;Bestiary;Standard;Long;11
1449;127.31;60;Bestiary;Standard;Long;11
1455;127.16;60;Bestiary;Standard;Long;11
1461;127.12;60;Bestiary;Standard;Long;11
1467;127.14;61;Bestiary;Standard;Long;11
1473;127.09;61;Bestiary;Standard;Long;11
1479;126.86;61;Bestiary;Standard;Long;11
1485;126.64;61;Bestiary;Standard;Long;11
1491;126.59;62;Bestiary;Standard;Long;11
1497;126.63;62;Bestiary;Standard;Long;11
1503;126.49;62;Bestiary;Standard;Long;11
1509;126.45;62;Bestiary;Standard;Long;11
1515;126.53;63;Bestiary;Standard;Long;11
1521;126.58;63;Bestiary;Standard;Long;11
1527;126.7;63;Bestiary;Standard;Long;11
1533;126.91;63;Bestiary;Standard;Long;11
1539;127.17;64;Bestiary;Standard;Long;11
1545;127.45;64;Bestiary;Standard;Long;11
1551;127.72;64;Bestiary;Standard;Long;11
1557;128.05;64;Bestiary;Standard;Long;11
1563;128.54;65;Bestiary;Standard;Long;11
1569;129.19;65;Bestiary;Standard;Long;11
1575;129.88;65;Bestiary;Standard;Long;11
1581;130.73;65;Bestiary;Standard;Long;11
1587;131.82;66;Bestiary;Standard;Long;12
1593;132.75;66;Bestiary;Standard;Long;12
1599;133.68;66;Bestiary;Standard;Long;12
1605;134.77;66;Bestiary;Standard;Long;12
1611;135.56;67;Bestiary;Standard;Long;12
1617;136.37;67;Bestiary;Standard;Long;12
1623;137.33;67;Bestiary;Standard;Long;12
1629;138.17;67;Bestiary;Standard;Long;12
1635;138.83;68;Bestiary;Standard;Long;12
1641;139.4;68;Bestiary;Standard;Long;12
1647;140.09;68;Bestiary;Standard;Long;12
1653;140.57;68;Bestiary;Standard;Long;12
1659;141.01;69;Bestiary;Standard;Long;12
1665;141.61;69;Bestiary;Standard;Long;12
1671;142.18;69;Bestiary;Standard;Long;12
1677;142.32;69;Bestiary;Standard;Long;12
1683;142.78;70;Bestiary;Standard;Long;12
1689;143.1;70;Bestiary;Standard;Long;12
1695;143.26;70;Bestiary;Standard;Long;12
1701;143.43;70;Bestiary;Standard;Long;12
1707;143.54;71;Bestiary;Standard;Long;12
1713;143.48;71;Bestiary;Standard;Long;12
1719;143.39;71;Bestiary;Standard;Long;12
1725;143.37;71;Bestiary;Standard;Long;12
1731;143.22;72;Bestiary;Standard;Long;13
1737;143.06;72;Bestiary;Standard;Long;13
1743;142.99;72;Bestiary;Standard;Long;13
1749;143.06;72;Bestiary;Standard;Long;13
1755;143.11;73;Bestiary;Standard;Long;13
1761;143.14;73;Bestiary;Standard;Long;13
1767;143.28;73;Bestiary;Standard;Long;13
1773;143.38;73;Bestiary;Standard;Long;13
1779;143.54;74;Bestiary;Standard;Long;13
1785;143.76;74;Bestiary;Standard;Long;13
1791;143.88;74;Bestiary;Standard;Long;13
1797;143.95;74;Bestiary;Standard;Long;13
1803;144.02;75;Bestiary;Standard;Long;13
1809;144.07;75;Bestiary;Standard;Long;13
1815;144.18;75;Bestiary;Standard;Long;13
1821;144.1;75;Bestiary;Standard;Long;13
1827;143.9;76;Bestiary;Standard;Long;13
1833;143.71;76;Bestiary;Standard;Long;13
1839;143.38;76;Bestiary;Standard;Long;13
1845;143.31;76;Bestiary;Standard;Long;13
1851;143.17;77;Bestiary;Standard;Long;13
1857;143.0;77;Bestiary;Standard;Long;13
1863;142.66;77;Bestiary;Standard;Long;13
1869;142.19;77;Bestiary;Standard;Long;13
1875;141.65;78;Bestiary;Standard;Long;14
1881;140.94;78;Bestiary;Standard;Long;14
1887;140.12;78;Bestiary;Standard;Long;14
1893;139.27;78;Bestiary;Standard;Long;14
1899;138.36;79;Bestiary;Standard;Long;14
1905;137.42;79;Bestiary;Standard;Long;14
1911;136.68;79;Bestiary;Standard;Long;14
1917;135.71;79;Bestiary;Standard;Long;14
1923;134.72;80;Bestiary;Standard;Long;14
1929;133.8;80;Bestiary;Standard;Long;14
1935;132.88;80;Bestiary;Standard;Long;14
1941;132.09;80;Bestiary;Standard;Long;14
1947;131.31;81;Bestiary;Standard;Long;14
1953;130.81;81;Bestiary;Standard;Long;14
1959;130.35;81;Bestiary;Standard;Long;14
1965;130.06;81;Bestiary;Standard;Long;14
1971;129.95;82;Bestiary;Standard;Long;14
1977;129.94;82;Bestiary;Standard;Long;14
1983;129.76;82;Bestiary;Standard;Long;14
1989;129.63;82;Bestiary;Standard;Long;14
1995;129.59;83;Bestiary;Standard;Long;14
2001;129.4;83;Bestiary;Standard;Long;14
2007;129.34;83;Bestiary;Standard;Long;14
2013;129.34;83;Bestiary;Standard;Long;14
2019;129.34;84;Bestiary;Standard;Long;15
2025;129.33;84;Bestiary;Standard;Long;15
2031;129.33;84;Bestiary;Standard;Long;15
2037;129.25;84;Bestiary;Standard;Long;15
2043;129.15;85;Bestiary;Standard;Long;15
2049;129.1;85;Bestiary;Standard;Long;15
2055;129.02;85;Bestiary;Standard;Long;15
2061;128.85;85;Bestiary;Standard;Long;15
2067;128.67;86;Bestiary;Standard;Long;15
2073;128.61;86;Bestiary;Standard;Long;15
2079;128.47;86;Bestiary;Standard;Long;15
2085;128.22;86;Bestiary;Standard;Long;15
2091;128.05;87;Bestiary;Standard;Long;15
3;13.0;0;Bestiary;Hardcore;Long;1
9;13.0;0;Bestiary;Hardcore;Long;1
15;13.67;0;Bestiary;Hardcore;Long;1
21;14.82;0;Bestiary;Hardcore;Long;1
27;15.35;1;Bestiary;Hardcore;Long;1
33;15.54;1;Bestiary;Hardcore;Long;1
39;16.11;1;Bestiary;Hardcore;Long;1
45;16.59;1;Bestiary;Hardcore;Long;1
51;16.92;2;Bestiary;Hardcore;Long;1
57;17.22;2;Bestiary;Hardcore;Long;1
63;17.48;2;Bestiary;Hardcore;Long;1
69;17.65;2;Bestiary;Hardcore;Long;1
75;18.19;3;Bestiary;Hardcore;Long;1
81;18.73;3;Bestiary;Hardcore;Long;1
87;19.12;3;Bestiary;Hardcore;Long;1
93;19.33;3;Bestiary;Hardcore;Long;1
99;19.66;4;Bestiary;Hardcore;Long;1
105;20.08;4;Bestiary;Hardcore;Long;1
111;20.26;4;Bestiary;Hardcore;Long;1
117;20.47;4;Bestiary;Hardcore;Long;1
123;20.72;5;Bestiary;Hardcore;Long;1
129;20.93;5;Bestiary;Hardcore;Long;1
135;21.18;5;Bestiary;Hardcore;Long;1
141;21.59;5;Bestiary;Hardcore;Long;1
147;22.13;6;Bestiary;Hardcore;Long;2
153;22.63;6;Bestiary;Hardcore;Long;2
159;23.12;6;Bestiary;Hardcore;Long;2
165;23.51;6;Bestiary;Hardcore;Long;2
171;23.85;7;Bestiary;Hardcore;Long;2
177;24.18;7;Bestiary;Hardcore;Long;2
183;24.5;7;Bestiary;Hardcore;Long;2
189;24.67;7;Bestiary;Hardcore;Long;2
195;24.83;8;Bestiary;Hardcore;Long;2
201;24.92;8;Bestiary;Hardcore;Long;2
207;24.92;8;Bestiary;Hardcore;Long;2
213;24.75;8;Bestiary;Hardcore;Long;2
219;24.46;9;Bestiary;Hardcore;Long;2
225;24.19;9;Bestiary;Hardcore;Long;2
231;23.94;9;Bestiary;Hardcore;Long;2
237;23.71;9;Bestiary;Hardcore;Long;2
243;23.51;10;Bestiary;Hardcore;Long;2
249;23.34;10;Bestiary;Hardcore;Long;2
255;23.17;10;Bestiary;Hardcore;Long;2
261;23.15;10;Bestiary;Hardcore;Long;2
267;23.15;11;Bestiary;Hardcore;Long;2
273;23.24;11;Bestiary;Hardcore;Long;2
279;23.34;11;Bestiary;Hardcore;Long;2
285;23.44;11;Bestiary;Hardcore;Long;2
291;23.59;12;Bestiary;Hardcore;Long;3
297;23.7;12;Bestiary;Hardcore;Long;3
303;23.84;12;Bestiary;Hardcore;Long;3
309;23.95;12;Bestiary;Hardcore;Long;3
315;24.05;13;Bestiary;Hardcore;Long;3
321;24.09;13;Bestiary;Hardcore;Long;3
327;24.16;13;Bestiary;Hardcore;Long;3
333;24.12;13;Bestiary;Hardcore;Long;3
339;24.1;14;Bestiary;Hardcore;Long;3
345;24.07;14;Bestiary;Hardcore;Long;3
351;24.03;14;Bestiary;Hardcore;Long;3
357;24.03;14;Bestiary;Hardcore;Long;3
363;24.01;15;Bestiary;Hardcore;Long;3
369;24.02;15;Bestiary;Hardcore;Long;3
375;24.0;15;Bestiary;Hardcore;Long;3
381;23.97;15;Bestiary;Hardcore;Long;3
387;23.92;16;Bestiary;Hardcore;Long;3
393;23.88;16;Bestiary;Hardcore;Long;3
399;23.81;16;Bestiary;Hardcore;Long;3
405;23.79;16;Bestiary;Hardcore;Long;3
411;23.74;17;Bestiary;Hardcore;Long;3
417;23.71;17;Bestiary;Hardcore;Long;3
423;23.73;17;Bestiary;Hardcore;Long;3
429;23.75;17;Bestiary;Hardcore;Long;3
435;23.75;18;Bestiary;Hardcore;Long;4
441;23.77;18;Bestiary;Hardcore;Long;4
447;23.79;18;Bestiary;Hardcore;Long;4
453;23.85;18;Bestiary;Hardcore;Long;4
459;23.94;19;Bestiary;Hardcore;Long;4
465;24.02;19;Bestiary;Hardcore;Long;4
471;24.12;19;Bestiary;Hardcore;Long;4
477;24.25;19;Bestiary;Hardcore;Long;4
483;24.36;20;Bestiary;Hardcore;Long;4
489;24.46;20;Bestiary;Hardcore;Long;4
495;24.54;20;Bestiary;Hardcore;Long;4
501;24.66;20;Bestiary;Hardcore;Long;4
507;24.78;21;Bestiary;Hardcore;Long;4
513;24.9;21;Bestiary;Hardcore;Long;4
519;25.05;21;Bestiary;Hardcore;Long;4
525;25.19;21;Bestiary;Hardcore;Long;4
531;25.4;22;Bestiary;Hardcore;Long;4
537;25.63;22;Bestiary;Hardcore;Long;4
543;25.89;22;Bestiary;Hardcore;Long;4
549;26.24;22;Bestiary;Hardcore;Long;4
555;26.61;23;Bestiary;Hardcore;Long;4
561;26.99;23;Bestiary;Hardcore;Long;4
567;27.36;23;Bestiary;Hardcore;Long;4
573;27.75;23;Bestiary;Hardcore;Long;4
579;28.12;24;Bestiary;Hardcore;Long;5
585;28.52;24;Bestiary;Hardcore;Long;5
591;28.92;24;Bestiary;Hardcore;Long;5
603;29.31;25;Bestiary;Hardcore;Long;5
627;29.63;26;Bestiary;Hardcore;Long;5
651;30.05;27;Bestiary;Hardcore;Long;5
675;30.57;28;Bestiary;Hardcore;Long;5
699;31.08;29;Bestiary;Hardcore;Long;5
723;31.7;30;Bestiary;Hardcore;Long;6
747;32.54;31;Bestiary;Hardcore;Long;6
771;33.42;32;Bestiary;Hardcore;Long;6
795;34.34;33;Bestiary;Hardcore;Long;6
819;35.55;34;Bestiary;Hardcore;Long;6
843;36.98;35;Bestiary;Hardcore;Long;6
867;38.18;36;Bestiary;Hardcore;Long;7
891;39.41;37;Bestiary;Hardcore;Long;7
903;40.65;37;Bestiary;Hardcore;Long;7
909;41.81;37;Bestiary;Hardcore;Long;7
915;42.8;38;Bestiary;Hardcore;Long;7
921;43.69;38;Bestiary;Hardcore;Long;7
927;44.45;38;Bestiary;Hardcore;Long;7
933;44.99;38;Bestiary;Hardcore;Long;7
939;45.48;39;Bestiary;Hardcore;Long;7
945;45.89;39;Bestiary;Hardcore;Long;7
951;46.11;39;Bestiary;Hardcore;Long;7
957;46.13;39;Bestiary;Hardcore;Long;7
963;46.41;40;Bestiary;Hardcore;Long;7
969;46.57;40;Bestiary;Hardcore;Long;7
975;46.69;40;Bestiary;Hardcore;Long;7
981;46.84;40;Bestiary;Hardcore;Long;7
987;47.04;41;Bestiary;Hardcore;Long;7
993;47.24;41;Bestiary;Hardcore;Long;7
999;47.43;41;Bestiary;Hardcore;Long;7
1005;47.64;41;Bestiary;Hardcore;Long;7
1011;47.84;42;Bestiary;Hardcore;Long;8
1017;48.05;42;Bestiary;Hardcore;Long;8
1023;48.16;42;Bestiary;Hardcore;Long;8
1029;48.23;42;Bestiary;Hardcore;Long;8
1035;48.25;43;Bestiary;Hardcore;Long;8
1041;48.33;43;Bestiary;Hardcore;Long;8
1047;48.4;43;Bestiary;Hardcore;Long;8
1053;48.44;43;Bestiary;Hardcore;Long;8
1059;48.45;44;Bestiary;Hardcore;Long;8
1065;48.45;44;Bestiary;Hardcore;Long;8
1071;48.46;44;Bestiary;Hardcore;Long;8
1077;48.47;44;Bestiary;Hardcore;Long;8
1083;48.48;45;Bestiary;Hardcore;Long;8
1089;48.49;45;Bestiary;Hardcore;Long;8
1095;48.55;45;Bestiary;Hardcore;Long;8
1101;48.72;45;Bestiary;Hardcore;Long;8
1107;48.96;46;Bestiary;Hardcore;Long;8
1113;49.17;46;Bestiary;Hardcore;Long;8
1119;49.42;46;Bestiary;Hardcore;Long;8
1125;49.7;46;Bestiary;Hardcore;Long;8
1131;50.03;47;Bestiary;Hardcore;Long;8
1137;50.43;47;Bestiary;Hardcore;Long;8
1143;50.94;47;Bestiary;Hardcore;Long;8
1149;51.48;47;Bestiary;Hardcore;Long;8
1155;52.15;48;Bestiary;Hardcore;Long;9
1161;52.82;48;Bestiary;Hardcore;Long;9
1167;53.49;48;Bestiary;Hardcore;Long;9
1173;54.27;48;Bestiary;Hardcore;Long;9
1179;55.39;49;Bestiary;Hardcore;Long;9
1185;56.56;49;Bestiary;Hardcore;Long;9
1191;57.69;49;Bestiary;Hardcore;Long;9
1197;58.9;49;Bestiary;Hardcore;Long;9
1203;60.13;50;Bestiary;Hardcore;Long;9
1209;61.32;50;Bestiary;Hardcore;Long;9
1215;62.39;50;Bestiary;Hardcore;Long;9
1221;63.41;50;Bestiary;Hardcore;Long;9
1227;64.2;51;Bestiary;Hardcore;Long;9
1233;64.96;51;Bestiary;Hardcore;Long;9
1239;65.64;51;Bestiary;Hardcore;Long;9
1245;66.14;51;Bestiary;Hardcore;Long;9
1251;66.31;52;Bestiary;Hardcore;Long;9
1257;66.36;52;Bestiary;Hardcore;Long;9
1263;66.5;52;Bestiary;Hardcore;Long;9
1269;66.53;52;Bestiary;Hardcore;Long;9
1275;66.51;53;Bestiary;Hardcore;Long;9
1281;66.46;53;Bestiary;Hardcore;Long;9
1287;66.34;53;Bestiary;Hardcore;Long;9
1293;66.23;53;Bestiary;Hardcore;Long;9
1299;66.18;54;Bestiary;Hardcore;Long;10
1305;66.16;54;Bestiary;Hardcore;Long;10
1311;66.17;54;Bestiary;Hardcore;Long;10
1317;66.19;54;Bestiary;Hardcore;Long;10
1323;66.07;55;Bestiary;Hardcore;Long;10
1329;66.08;55;Bestiary;Hardcore;Long;10
1335;66.0;55;Bestiary;Hardcore;Long;10
1341;65.86;55;Bestiary;Hardcore;Long;10
1347;65.65;56;Bestiary;Hardcore;Long;10
1353;65.49;56;Bestiary;Hardcore;Long;10
1359;65.37;56;Bestiary;Hardcore;Long;10
1365;65.28;56;Bestiary;Hardcore;Long;10
1371;65.24;57;Bestiary;Hardcore;Long;10
1377;65.18;57;Bestiary;Hardcore;Long;10
1383;65.11;57;Bestiary;Hardcore;Long;10
1389;65.03;57;Bestiary;Hardcore;Long;10
1395;65.03;58;Bestiary;Hardcore;Long;10
1401;65.04;58;Bestiary;Hardcore;Long;10
1407;65.07;58;Bestiary;Hardcore;Long;10
1413;65.15;58;Bestiary;Hardcore;Long;10
1419;65.27;59;Bestiary;Hardcore;Long;10
1425;65.42;59;Bestiary;Hardcore;Long;10
1431;65.6;59;Bestiary;Hardcore;Long;10
1437;65.77;59;Bestiary;Hardcore;Long;10
1443;66.07;60;Bestiary;Hardcore;Long;11
1449;66.37;60;Bestiary;Hardcore;Long;11
1455;66.67;60;Bestiary;Hardcore;Long;11
1461;66.98;60;Bestiary;Hardcore;Long;11
1467;67.26;61;Bestiary;Hardcore;Long;11
1473;67.51;61;Bestiary;Hardcore;Long;11
1479;67.77;61;Bestiary;Hardcore;Long;11
1485;68.15;61;Bestiary;Hardcore;Long;11
1491;68.51;62;Bestiary;Hardcore;Long;11
1497;68.88;62;Bestiary;Hardcore;Long;11
1503;69.26;62;Bestiary;Hardcore;Long;11
1509;69.63;62;Bestiary;Hardcore;Long;11
1515;70.03;63;Bestiary;Hardcore;Long;11
1521;70.41;63;Bestiary;Hardcore;Long;11
1527;70.84;63;Bestiary;Hardcore;Long;11
1533;71.16;63;Bestiary;Hardcore;Long;11
1539;71.55;64;Bestiary;Hardcore;Long;11
1545;71.86;64;Bestiary;Hardcore;Long;11
1551;72.15;64;Bestiary;Hardcore;Long;11
1557;72.36;64;Bestiary;Hardcore;Long;11
1569;72.61;65;Bestiary;Hardcore;Long;11
1575;72.76;65;Bestiary;Hardcore;Long;11
1581;72.93;65;Bestiary;Hardcore;Long;11
1587;73.19;66;Bestiary;Hardcore;Long;12
1593;73.51;66;Bestiary;Hardcore;Long;12
1599;73.83;66;Bestiary;Hardcore;Long;12
1605;73.96;66;Bestiary;Hardcore;Long;12
1611;74.14;67;Bestiary;Hardcore;Long;12
1617;74.29;67;Bestiary;Hardcore;Long;12
1623;74.52;67;Bestiary;Hardcore;Long;12
1629;74.79;67;Bestiary;Hardcore;Long;12
1635;75.08;68;Bestiary;Hardcore;Long;12
1641;75.22;68;Bestiary;Hardcore;Long;12
1647;75.55;68;Bestiary;Hardcore;Long;12
1653;75.92;68;Bestiary;Hardcore;Long;12
1659;76.38;69;Bestiary;Hardcore;Long;12
1665;76.53;69;Bestiary;Hardcore;Long;12
1671;76.82;69;Bestiary;Hardcore;Long;12
1677;77.31;69;Bestiary;Hardcore;Long;12
1683;77.65;70;Bestiary;Hardcore;Long;12
1689;77.97;70;Bestiary;Hardcore;Long;12
1695;78.44;70;Bestiary;Hardcore;Long;12
1701;78.88;70;Bestiary;Hardcore;Long;12
1707;79.26;71;Bestiary;Hardcore;Long;12
1713;79.73;71;Bestiary;Hardcore;Long;12
1719;80.06;71;Bestiary;Hardcore;Long;12
1725;80.29;71;Bestiary;Hardcore;Long;12
1731;80.3;72;Bestiary;Hardcore;Long;13
1737;80.47;72;Bestiary;Hardcore;Long;13
1743;80.48;72;Bestiary;Hardcore;Long;13
1749;80.45;72;Bestiary;Hardcore;Long;13
1755;80.19;73;Bestiary;Hardcore;Long;13
1761;80.21;73;Bestiary;Hardcore;Long;13
1767;80.07;73;Bestiary;Hardcore;Long;13
1773;79.88;73;Bestiary;Hardcore;Long;13
1779;79.69;74;Bestiary;Hardcore;Long;13
1785;79.54;74;Bestiary;Hardcore;Long;13
1791;79.39;74;Bestiary;Hardcore;Long;13
1797;79.19;74;Bestiary;Hardcore;Long;13
1803;79.0;75;Bestiary;Hardcore;Long;13
1809;78.82;75;Bestiary;Hardcore;Long;13
1815;78.82;75;Bestiary;Hardcore;Long;13
1821;78.65;75;Bestiary;Hardcore;Long;13
1827;78.84;76;Bestiary;Hardcore;Long;13
1833;78.69;76;Bestiary;Hardcore;Long;13
1839;78.63;76;Bestiary;Hardcore;Long;13
1845;78.59;76;Bestiary;Hardcore;Long;13
1851;77.99;77;Bestiary;Hardcore;Long;13
1857;77.44;77;Bestiary;Hardcore;Long;13
1863;76.91;77;Bestiary;Hardcore;Long;13
1869;76.57;77;Bestiary;Hardcore;Long;13
1875;76.14;78;Bestiary;Hardcore;Long;14
1881;75.72;78;Bestiary;Hardcore;Long;14
1887;75.22;78;Bestiary;Hardcore;Long;14
1893;74.72;78;Bestiary;Hardcore;Long;14
1899;74.02;79;Bestiary;Hardcore;Long;14
1905;73.36;79;Bestiary;Hardcore;Long;14
1911;72.64;79;Bestiary;Hardcore;Long;14
1917;71.97;79;Bestiary;Hardcore;Long;14
1929;72.29;80;Bestiary;Hardcore;Long;14
1935;72.5;80;Bestiary;Hardcore;Long;14
1941;72.63;80;Bestiary;Hardcore;Long;14
1947;72.66;81;Bestiary;Hardcore;Long;14
1953;72.77;81;Bestiary;Hardcore;Long;14
1959;72.82;81;Bestiary;Hardcore;Long;14
1965;72.88;81;Bestiary;Hardcore;Long;14
1971;73.05;82;Bestiary;Hardcore;Long;14
1977;73.37;82;Bestiary;Hardcore;Long;14
1983;73.69;82;Bestiary;Hardcore;Long;14
1989;73.99;82;Bestiary;Hardcore;Long;14
1995;74.24;83;Bestiary;Hardcore;Long;14
2001;74.08;83;Bestiary;Hardcore;Long;14
2007;73.98;83;Bestiary;Hardcore;Long;14
2013;73.92;83;Bestiary;Hardcore;Long;14
2019;73.86;84;Bestiary;Hardcore;Long;15
2025;73.79;84;Bestiary;Hardcore;Long;15
2031;73.71;84;Bestiary;Hardcore;Long;15
2037;73.44;84;Bestiary;Hardcore;Long;15
2043;73.49;85;Bestiary;Hardcore;Long;15
2049;73.6;85;Bestiary;Hardcore;Long;15
2055;73.66;85;Bestiary;Hardcore;Long;15
2061;73.62;85;Bestiary;Hardcore;Long;15
2067;73.82;86;Bestiary;Hardcore;Long;15
2073;73.98;86;Bestiary;Hardcore;Long;15
2079;74.09;86;Bestiary;Hardcore;Long;15
2085;74.19;86;Bestiary;Hardcore;Long;15
2091;74.26;87;Bestiary;Hardcore;Long;15
3;32.45;0;Flashback (Bestiary);Standard;Short;1
9;32.45;0;Flashback (Bestiary);Standard;Short;1
15;32.13;0;Flashback (Bestiary);Standard;Short;1
21;33.23;0;Flashback (Bestiary);Standard;Short;1
27;34.08;1;Flashback (Bestiary);Standard;Short;1
33;35.21;1;Flashback (Bestiary);Standard;Short;1
39;37.13;1;Flashback (Bestiary);Standard;Short;1
45;38.57;1;Flashback (Bestiary);Standard;Short;1
57;41.0;2;Flashback (Bestiary);Standard;Short;1
63;43.26;2;Flashback (Bestiary);Standard;Short;1
69;45.05;2;Flashback (Bestiary);Standard;Short;1
75;46.76;3;Flashback (Bestiary);Standard;Short;1
81;49.98;3;Flashback (Bestiary);Standard;Short;1
87;53.51;3;Flashback (Bestiary);Standard;Short;1
93;57.42;3;Flashback (Bestiary);Standard;Short;1
99;60.71;4;Flashback (Bestiary);Standard;Short;1
105;63.67;4;Flashback (Bestiary);Standard;Short;1
111;66.31;4;Flashback (Bestiary);Standard;Short;1
117;68.37;4;Flashback (Bestiary);Standard;Short;1
123;70.28;5;Flashback (Bestiary);Standard;Short;1
129;71.03;5;Flashback (Bestiary);Standard;Short;1
135;71.57;5;Flashback (Bestiary);Standard;Short;1
141;72.19;5;Flashback (Bestiary);Standard;Short;1
147;72.61;6;Flashback (Bestiary);Standard;Short;2
153;72.55;6;Flashback (Bestiary);Standard;Short;2
159;72.28;6;Flashback (Bestiary);Standard;Short;2
165;71.85;6;Flashback (Bestiary);Standard;Short;2
171;71.6;7;Flashback (Bestiary);Standard;Short;2
177;71.56;7;Flashback (Bestiary);Standard;Short;2
183;71.6;7;Flashback (Bestiary);Standard;Short;2
189;71.72;7;Flashback (Bestiary);Standard;Short;2
195;72.47;8;Flashback (Bestiary);Standard;Short;2
201;73.6;8;Flashback (Bestiary);Standard;Short;2
207;74.81;8;Flashback (Bestiary);Standard;Short;2
213;75.98;8;Flashback (Bestiary);Standard;Short;2
219;77.23;9;Flashback (Bestiary);Standard;Short;2
225;78.61;9;Flashback (Bestiary);Standard;Short;2
231;80.05;9;Flashback (Bestiary);Standard;Short;2
237;81.57;9;Flashback (Bestiary);Standard;Short;2
243;83.2;10;Flashback (Bestiary);Standard;Short;2
249;84.65;10;Flashback (Bestiary);Standard;Short;2
255;86.15;10;Flashback (Bestiary);Standard;Short;2
261;87.59;10;Flashback (Bestiary);Standard;Short;2
267;88.59;11;Flashback (Bestiary);Standard;Short;2
273;89.24;11;Flashback (Bestiary);Standard;Short;2
279;89.82;11;Flashback (Bestiary);Standard;Short;2
285;90.42;11;Flashback (Bestiary);Standard;Short;2
291;90.92;12;Flashback (Bestiary);Standard;Short;3
297;91.26;12;Flashback (Bestiary);Standard;Short;3
303;91.49;12;Flashback (Bestiary);Standard;Short;3
309;91.49;12;Flashback (Bestiary);Standard;Short;3
315;91.32;13;Flashback (Bestiary);Standard;Short;3
321;91.32;13;Flashback (Bestiary);Standard;Short;3
327;91.23;13;Flashback (Bestiary);Standard;Short;3
333;90.95;13;Flashback (Bestiary);Standard;Short;3
339;90.49;14;Flashback (Bestiary);Standard;Short;3
345;90.16;14;Flashback (Bestiary);Standard;Short;3
351;89.7;14;Flashback (Bestiary);Standard;Short;3
357;89.23;14;Flashback (Bestiary);Standard;Short;3
363;88.67;15;Flashback (Bestiary);Standard;Short;3
369;88.2;15;Flashback (Bestiary);Standard;Short;3
375;87.74;15;Flashback (Bestiary);Standard;Short;3
381;87.25;15;Flashback (Bestiary);Standard;Short;3
387;86.92;16;Flashback (Bestiary);Standard;Short;3
393;86.63;16;Flashback (Bestiary);Standard;Short;3
399;86.34;16;Flashback (Bestiary);Standard;Short;3
405;86.17;16;Flashback (Bestiary);Standard;Short;3
417;86.19;17;Flashback (Bestiary);Standard;Short;3
423;86.24;17;Flashback (Bestiary);Standard;Short;3
429;86.59;17;Flashback (Bestiary);Standard;Short;3
435;87.01;18;Flashback (Bestiary);Standard;Short;4
441;87.6;18;Flashback (Bestiary);Standard;Short;4
447;88.19;18;Flashback (Bestiary);Standard;Short;4
453;88.86;18;Flashback (Bestiary);Standard;Short;4
459;89.6;19;Flashback (Bestiary);Standard;Short;4
465;90.31;19;Flashback (Bestiary);Standard;Short;4
471;91.07;19;Flashback (Bestiary);Standard;Short;4
477;92.07;19;Flashback (Bestiary);Standard;Short;4
483;93.04;20;Flashback (Bestiary);Standard;Short;4
489;94.03;20;Flashback (Bestiary);Standard;Short;4
495;94.96;20;Flashback (Bestiary);Standard;Short;4
501;95.8;20;Flashback (Bestiary);Standard;Short;4
507;96.72;21;Flashback (Bestiary);Standard;Short;4
513;97.45;21;Flashback (Bestiary);Standard;Short;4
519;98.15;21;Flashback (Bestiary);Standard;Short;4
525;98.78;21;Flashback (Bestiary);Standard;Short;4
531;99.51;22;Flashback (Bestiary);Standard;Short;4
537;100.22;22;Flashback (Bestiary);Standard;Short;4
543;100.88;22;Flashback (Bestiary);Standard;Short;4
549;101.72;22;Flashback (Bestiary);Standard;Short;4
555;102.65;23;Flashback (Bestiary);Standard;Short;4
561;103.46;23;Flashback (Bestiary);Standard;Short;4
567;104.42;23;Flashback (Bestiary);Standard;Short;4
573;105.45;23;Flashback (Bestiary);Standard;Short;4
3;23.29;0;Flashback (Bestiary);Hardcore;Short;1
9;23.29;0;Flashback (Bestiary);Hardcore;Short;1
15;23.29;0;Flashback (Bestiary);Hardcore;Short;1
21;22.22;0;Flashback (Bestiary);Hardcore;Short;1
27;22.09;1;Flashback (Bestiary);Hardcore;Short;1
33;22.19;1;Flashback (Bestiary);Hardcore;Short;1
39;22.38;1;Flashback (Bestiary);Hardcore;Short;1
45;22.52;1;Flashback (Bestiary);Hardcore;Short;1
57;22.59;2;Flashback (Bestiary);Hardcore;Short;1
63;22.67;2;Flashback (Bestiary);Hardcore;Short;1
69;22.97;2;Flashback (Bestiary);Hardcore;Short;1
75;23.28;3;Flashback (Bestiary);Hardcore;Short;1
81;23.55;3;Flashback (Bestiary);Hardcore;Short;1
87;23.9;3;Flashback (Bestiary);Hardcore;Short;1
93;24.33;3;Flashback (Bestiary);Hardcore;Short;1
99;25.13;4;Flashback (Bestiary);Hardcore;Short;1
105;25.79;4;Flashback (Bestiary);Hardcore;Short;1
111;26.37;4;Flashback (Bestiary);Hardcore;Short;1
117;26.91;4;Flashback (Bestiary);Hardcore;Short;1
123;27.35;5;Flashback (Bestiary);Hardcore;Short;1
129;27.8;5;Flashback (Bestiary);Hardcore;Short;1
135;28.23;5;Flashback (Bestiary);Hardcore;Short;1
141;28.4;5;Flashback (Bestiary);Hardcore;Short;1
147;28.53;6;Flashback (Bestiary);Hardcore;Short;2
153;28.7;6;Flashback (Bestiary);Hardcore;Short;2
