Hour;Price;Day;League;League Type;League Length;Week
159;28.84;6;Flashback (Bestiary);Hardcore;Short;2
165;28.96;6;Flashback (Bestiary);Hardcore;Short;2
171;29.14;7;Flashback (Bestiary);Hardcore;Short;2
177;29.24;7;Flashback (Bestiary);Hardcore;Short;2
183;29.33;7;Flashback (Bestiary);Hardcore;Short;2
189;29.42;7;Flashback (Bestiary);Hardcore;Short;2
195;29.64;8;Flashback (Bestiary);Hardcore;Short;2
201;29.89;8;Flashback (Bestiary);Hardcore;Short;2
207;30.19;8;Flashback (Bestiary);Hardcore;Short;2
213;30.48;8;Flashback (Bestiary);Hardcore;Short;2
219;30.78;9;Flashback (Bestiary);Hardcore;Short;2
225;31.07;9;Flashback (Bestiary);Hardcore;Short;2
231;31.32;9;Flashback (Bestiary);Hardcore;Short;2
237;31.55;9;Flashback (Bestiary);Hardcore;Short;2
243;31.82;10;Flashback (Bestiary);Hardcore;Short;2
249;32.12;10;Flashback (Bestiary);Hardcore;Short;2
255;32.56;10;Flashback (Bestiary);Hardcore;Short;2
261;32.81;10;Flashback (Bestiary);Hardcore;Short;2
267;33.14;11;Flashback (Bestiary);Hardcore;Short;2
273;33.49;11;Flashback (Bestiary);Hardcore;Short;2
279;33.95;11;Flashback (Bestiary);Hardcore;Short;2
285;34.47;11;Flashback (Bestiary);Hardcore;Short;2
291;35.01;12;Flashback (Bestiary);Hardcore;Short;3
297;35.6;12;Flashback (Bestiary);Hardcore;Short;3
303;36.14;12;Flashback (Bestiary);Hardcore;Short;3
309;36.66;12;Flashback (Bestiary);Hardcore;Short;3
315;37.1;13;Flashback (Bestiary);Hardcore;Short;3
321;37.53;13;Flashback (Bestiary);Hardcore;Short;3
327;37.82;13;Flashback (Bestiary);Hardcore;Short;3
333;38.23;13;Flashback (Bestiary);Hardcore;Short;3
339;38.58;14;Flashback (Bestiary);Hardcore;Short;3
345;39.03;14;Flashback (Bestiary);Hardcore;Short;3
351;39.33;14;Flashback (Bestiary);Hardcore;Short;3
357;39.65;14;Flashback (Bestiary);Hardcore;Short;3
363;39.81;15;Flashback (Bestiary);Hardcore;Short;3
369;39.94;15;Flashback (Bestiary);Hardcore;Short;3
375;40.08;15;Flashback (Bestiary);Hardcore;Short;3
381;40.15;15;Flashback (Bestiary);Hardcore;Short;3
387;40.24;16;Flashback (Bestiary);Hardcore;Short;3
393;40.25;16;Flashback (Bestiary);Hardcore;Short;3
399;40.28;16;Flashback (Bestiary);Hardcore;Short;3
405;40.32;16;Flashback (Bestiary);Hardcore;Short;3
417;40.36;17;Flashback (Bestiary);Hardcore;Short;3
423;40.25;17;Flashback (Bestiary);Hardcore;Short;3
429;40.14;17;Flashback (Bestiary);Hardcore;Short;3
435;40.05;18;Flashback (Bestiary);Hardcore;Short;4
441;40.09;18;Flashback (Bestiary);Hardcore;Short;4
447;40.09;18;Flashback (Bestiary);Hardcore;Short;4
453;40.13;18;Flashback (Bestiary);Hardcore;Short;4
459;40.31;19;Flashback (Bestiary);Hardcore;Short;4
465;40.44;19;Flashback (Bestiary);Hardcore;Short;4
471;40.61;19;Flashback (Bestiary);Hardcore;Short;4
477;40.78;19;Flashback (Bestiary);Hardcore;Short;4
483;40.97;20;Flashback (Bestiary);Hardcore;Short;4
489;41.13;20;Flashback (Bestiary);Hardcore;Short;4
495;41.27;20;Flashback (Bestiary);Hardcore;Short;4
501;41.57;20;Flashback (Bestiary);Hardcore;Short;4
507;41.8;21;Flashback (Bestiary);Hardcore;Short;4
513;42.0;21;Flashback (Bestiary);Hardcore;Short;4
519;42.22;21;Flashback (Bestiary);Hardcore;Short;4
525;42.62;21;Flashback (Bestiary);Hardcore;Short;4
531;42.99;22;Flashback (Bestiary);Hardcore;Short;4
537;43.37;22;Flashback (Bestiary);Hardcore;Short;4
543;43.81;22;Flashback (Bestiary);Hardcore;Short;4
549;44.31;22;Flashback (Bestiary);Hardcore;Short;4
555;44.85;23;Flashback (Bestiary);Hardcore;Short;4
561;45.35;23;Flashback (Bestiary);Hardcore;Short;4
567;45.85;23;Flashback (Bestiary);Hardcore;Short;4
573;46.32;23;Flashback (Bestiary);Hardcore;Short;4
3;18.12;0;Incursion;Standard;Long;1
9;18.12;0;Incursion;Standard;Long;1
15;21.9;0;Incursion;Standard;Long;1
21;24.3;0;Incursion;Standard;Long;1
27;27.14;1;Incursion;Standard;Long;1
33;29.86;1;Incursion;Standard;Long;1
39;32.66;1;Incursion;Standard;Long;1
45;34.45;1;Incursion;Standard;Long;1
51;35.96;2;Incursion;Standard;Long;1
57;38.36;2;Incursion;Standard;Long;1
63;40.47;2;Incursion;Standard;Long;1
69;42.09;2;Incursion;Standard;Long;1
75;45.58;3;Incursion;Standard;Long;1
81;49.14;3;Incursion;Standard;Long;1
87;51.98;3;Incursion;Standard;Long;1
93;54.68;3;Incursion;Standard;Long;1
99;56.81;4;Incursion;Standard;Long;1
105;58.86;4;Incursion;Standard;Long;1
111;60.44;4;Incursion;Standard;Long;1
117;62.27;4;Incursion;Standard;Long;1
123;64.02;5;Incursion;Standard;Long;1
129;65.1;5;Incursion;Standard;Long;1
135;66.31;5;Incursion;Standard;Long;1
141;67.69;5;Incursion;Standard;Long;1
147;69.1;6;Incursion;Standard;Long;2
153;70.6;6;Incursion;Standard;Long;2
159;72.03;6;Incursion;Standard;Long;2
165;73.44;6;Incursion;Standard;Long;2
171;74.9;7;Incursion;Standard;Long;2
177;76.15;7;Incursion;Standard;Long;2
183;77.49;7;Incursion;Standard;Long;2
189;78.78;7;Incursion;Standard;Long;2
195;80.07;8;Incursion;Standard;Long;2
201;81.32;8;Incursion;Standard;Long;2
207;82.46;8;Incursion;Standard;Long;2
213;83.37;8;Incursion;Standard;Long;2
219;84.55;9;Incursion;Standard;Long;2
225;85.74;9;Incursion;Standard;Long;2
231;87.32;9;Incursion;Standard;Long;2
237;89.07;9;Incursion;Standard;Long;2
243;90.75;10;Incursion;Standard;Long;2
249;92.58;10;Incursion;Standard;Long;2
255;94.96;10;Incursion;Standard;Long;2
261;97.41;10;Incursion;Standard;Long;2
267;99.62;11;Incursion;Standard;Long;2
273;101.54;11;Incursion;Standard;Long;2
279;103.52;11;Incursion;Standard;Long;2
285;105.77;11;Incursion;Standard;Long;2
291;107.61;12;Incursion;Standard;Long;3
297;109.38;12;Incursion;Standard;Long;3
303;110.93;12;Incursion;Standard;Long;3
309;112.22;12;Incursion;Standard;Long;3
315;113.4;13;Incursion;Standard;Long;3
321;114.44;13;Incursion;Standard;Long;3
327;114.81;13;Incursion;Standard;Long;3
333;115.1;13;Incursion;Standard;Long;3
339;115.65;14;Incursion;Standard;Long;3
345;116.32;14;Incursion;Standard;Long;3
351;116.87;14;Incursion;Standard;Long;3
357;117.54;14;Incursion;Standard;Long;3
363;118.49;15;Incursion;Standard;Long;3
369;119.4;15;Incursion;Standard;Long;3
375;120.37;15;Incursion;Standard;Long;3
381;121.39;15;Incursion;Standard;Long;3
387;122.54;16;Incursion;Standard;Long;3
393;123.67;16;Incursion;Standard;Long;3
399;125.08;16;Incursion;Standard;Long;3
405;126.65;16;Incursion;Standard;Long;3
411;128.32;17;Incursion;Standard;Long;3
417;130.05;17;Incursion;Standard;Long;3
423;132.29;17;Incursion;Standard;Long;3
429;134.49;17;Incursion;Standard;Long;3
435;136.15;18;Incursion;Standard;Long;4
441;137.79;18;Incursion;Standard;Long;4
447;139.27;18;Incursion;Standard;Long;4
453;140.83;18;Incursion;Standard;Long;4
459;142.46;19;Incursion;Standard;Long;4
465;143.94;19;Incursion;Standard;Long;4
471;145.21;19;Incursion;Standard;Long;4
477;146.32;19;Incursion;Standard;Long;4
483;147.13;20;Incursion;Standard;Long;4
489;147.78;20;Incursion;Standard;Long;4
495;147.99;20;Incursion;Standard;Long;4
501;148.0;20;Incursion;Standard;Long;4
507;148.35;21;Incursion;Standard;Long;4
513;148.63;21;Incursion;Standard;Long;4
519;148.73;21;Incursion;Standard;Long;4
525;148.78;21;Incursion;Standard;Long;4
531;148.73;22;Incursion;Standard;Long;4
537;148.83;22;Incursion;Standard;Long;4
543;148.85;22;Incursion;Standard;Long;4
549;149.01;22;Incursion;Standard;Long;4
555;149.36;23;Incursion;Standard;Long;4
561;149.67;23;Incursion;Standard;Long;4
567;150.02;23;Incursion;Standard;Long;4
573;150.73;23;Incursion;Standard;Long;4
579;151.46;24;Incursion;Standard;Long;5
585;152.43;24;Incursion;Standard;Long;5
591;153.8;24;Incursion;Standard;Long;5
597;155.54;24;Incursion;Standard;Long;5
603;157.25;25;Incursion;Standard;Long;5
609;158.84;25;Incursion;Standard;Long;5
615;161.3;25;Incursion;Standard;Long;5
621;163.72;25;Incursion;Standard;Long;5
627;166.34;26;Incursion;Standard;Long;5
633;169.27;26;Incursion;Standard;Long;5
639;168.31;26;Incursion;Standard;Long;5
645;165.93;26;Incursion;Standard;Long;5
651;163.89;27;Incursion;Standard;Long;5
657;161.84;27;Incursion;Standard;Long;5
663;159.18;27;Incursion;Standard;Long;5
669;155.95;27;Incursion;Standard;Long;5
675;152.12;28;Incursion;Standard;Long;5
681;146.8;28;Incursion;Standard;Long;5
687;140.51;28;Incursion;Standard;Long;5
693;134.12;28;Incursion;Standard;Long;5
699;127.42;29;Incursion;Standard;Long;5
705;120.43;29;Incursion;Standard;Long;5
711;117.37;29;Incursion;Standard;Long;5
717;115.86;29;Incursion;Standard;Long;5
723;114.29;30;Incursion;Standard;Long;6
729;112.58;30;Incursion;Standard;Long;6
735;111.2;30;Incursion;Standard;Long;6
741;109.92;30;Incursion;Standard;Long;6
747;109.14;31;Incursion;Standard;Long;6
753;109.42;31;Incursion;Standard;Long;6
759;109.68;31;Incursion;Standard;Long;6
765;109.81;31;Incursion;Standard;Long;6
771;109.85;32;Incursion;Standard;Long;6
777;109.77;32;Incursion;Standard;Long;6
783;109.23;32;Incursion;Standard;Long;6
789;108.15;32;Incursion;Standard;Long;6
795;106.63;33;Incursion;Standard;Long;6
801;104.96;33;Incursion;Standard;Long;6
807;103.0;33;Incursion;Standard;Long;6
813;101.13;33;Incursion;Standard;Long;6
819;99.4;34;Incursion;Standard;Long;6
825;97.99;34;Incursion;Standard;Long;6
831;96.62;34;Incursion;Standard;Long;6
837;95.29;34;Incursion;Standard;Long;6
843;94.08;35;Incursion;Standard;Long;6
849;92.79;35;Incursion;Standard;Long;6
855;91.66;35;Incursion;Standard;Long;6
861;90.62;35;Incursion;Standard;Long;6
867;89.72;36;Incursion;Standard;Long;7
873;88.79;36;Incursion;Standard;Long;7
879;87.92;36;Incursion;Standard;Long;7
885;86.99;36;Incursion;Standard;Long;7
891;86.05;37;Incursion;Standard;Long;7
897;85.13;37;Incursion;Standard;Long;7
903;84.36;37;Incursion;Standard;Long;7
909;83.65;37;Incursion;Standard;Long;7
915;82.96;38;Incursion;Standard;Long;7
921;82.5;38;Incursion;Standard;Long;7
927;82.04;38;Incursion;Standard;Long;7
933;81.6;38;Incursion;Standard;Long;7
939;81.2;39;Incursion;Standard;Long;7
945;80.84;39;Incursion;Standard;Long;7
951;80.59;39;Incursion;Standard;Long;7
957;80.34;39;Incursion;Standard;Long;7
963;80.18;40;Incursion;Standard;Long;7
969;80.02;40;Incursion;Standard;Long;7
975;79.77;40;Incursion;Standard;Long;7
981;79.5;40;Incursion;Standard;Long;7
987;79.2;41;Incursion;Standard;Long;7
993;78.79;41;Incursion;Standard;Long;7
999;78.42;41;Incursion;Standard;Long;7
1005;78.0;41;Incursion;Standard;Long;7
1011;77.52;42;Incursion;Standard;Long;8
1017;77.06;42;Incursion;Standard;Long;8
1023;76.58;42;Incursion;Standard;Long;8
1029;76.06;42;Incursion;Standard;Long;8
1035;75.47;43;Incursion;Standard;Long;8
1041;74.78;43;Incursion;Standard;Long;8
1047;74.12;43;Incursion;Standard;Long;8
1053;73.44;43;Incursion;Standard;Long;8
1059;72.85;44;Incursion;Standard;Long;8
1065;72.29;44;Incursion;Standard;Long;8
1071;71.77;44;Incursion;Standard;Long;8
1077;71.27;44;Incursion;Standard;Long;8
1083;70.83;45;Incursion;Standard;Long;8
1089;70.43;45;Incursion;Standard;Long;8
1095;70.04;45;Incursion;Standard;Long;8
1101;69.72;45;Incursion;Standard;Long;8
1107;69.48;46;Incursion;Standard;Long;8
1113;69.4;46;Incursion;Standard;Long;8
1119;69.33;46;Incursion;Standard;Long;8
1125;69.33;46;Incursion;Standard;Long;8
1131;69.62;47;Incursion;Standard;Long;8
1137;70.37;47;Incursion;Standard;Long;8
1143;71.33;47;Incursion;Standard;Long;8
1149;72.73;47;Incursion;Standard;Long;8
1155;74.03;48;Incursion;Standard;Long;9
1161;75.3;48;Incursion;Standard;Long;9
1167;76.55;48;Incursion;Standard;Long;9
1173;77.58;48;Incursion;Standard;Long;9
1179;78.37;49;Incursion;Standard;Long;9
1185;79.01;49;Incursion;Standard;Long;9
1191;79.53;49;Incursion;Standard;Long;9
1197;79.95;49;Incursion;Standard;Long;9
1203;79.95;50;Incursion;Standard;Long;9
1209;79.38;50;Incursion;Standard;Long;9
1215;78.69;50;Incursion;Standard;Long;9
1221;77.59;50;Incursion;Standard;Long;9
1227;76.55;51;Incursion;Standard;Long;9
1233;75.48;51;Incursion;Standard;Long;9
1239;74.49;51;Incursion;Standard;Long;9
1245;73.71;51;Incursion;Standard;Long;9
1251;73.15;52;Incursion;Standard;Long;9
1257;72.71;52;Incursion;Standard;Long;9
1263;72.36;52;Incursion;Standard;Long;9
1269;72.11;52;Incursion;Standard;Long;9
1275;71.99;53;Incursion;Standard;Long;9
1281;72.04;53;Incursion;Standard;Long;9
1287;71.98;53;Incursion;Standard;Long;9
1293;71.91;53;Incursion;Standard;Long;9
1299;71.9;54;Incursion;Standard;Long;10
1305;71.88;54;Incursion;Standard;Long;10
1311;71.89;54;Incursion;Standard;Long;10
1317;71.86;54;Incursion;Standard;Long;10
1323;71.84;55;Incursion;Standard;Long;10
1329;71.85;55;Incursion;Standard;Long;10
1335;71.93;55;Incursion;Standard;Long;10
1341;72.02;55;Incursion;Standard;Long;10
1347;72.09;56;Incursion;Standard;Long;10
1353;72.12;56;Incursion;Standard;Long;10
1359;72.14;56;Incursion;Standard;Long;10
1365;72.15;56;Incursion;Standard;Long;10
1371;72.13;57;Incursion;Standard;Long;10
1377;72.17;57;Incursion;Standard;Long;10
1383;72.21;57;Incursion;Standard;Long;10
1389;72.23;57;Incursion;Standard;Long;10
1395;72.26;58;Incursion;Standard;Long;10
1401;72.25;58;Incursion;Standard;Long;10
1407;72.18;58;Incursion;Standard;Long;10
1413;72.15;58;Incursion;Standard;Long;10
1419;72.11;59;Incursion;Standard;Long;10
1425;72.08;59;Incursion;Standard;Long;10
1431;72.07;59;Incursion;Standard;Long;10
1437;72.07;59;Incursion;Standard;Long;10
1443;72.05;60;Incursion;Standard;Long;11
1449;72.03;60;Incursion;Standard;Long;11
1455;71.99;60;Incursion;Standard;Long;11
1461;71.97;60;Incursion;Standard;Long;11
1467;71.96;61;Incursion;Standard;Long;11
1473;72.02;61;Incursion;Standard;Long;11
1479;72.12;61;Incursion;Standard;Long;11
1485;72.2;61;Incursion;Standard;Long;11
1491;72.4;62;Incursion;Standard;Long;11
1497;72.74;62;Incursion;Standard;Long;11
1503;73.3;62;Incursion;Standard;Long;11
1509;74.16;62;Incursion;Standard;Long;11
1515;75.18;63;Incursion;Standard;Long;11
1521;76.24;63;Incursion;Standard;Long;11
1527;77.33;63;Incursion;Standard;Long;11
1533;78.34;63;Incursion;Standard;Long;11
1539;79.22;64;Incursion;Standard;Long;11
1545;80.01;64;Incursion;Standard;Long;11
1551;80.69;64;Incursion;Standard;Long;11
1557;81.31;64;Incursion;Standard;Long;11
1563;81.74;65;Incursion;Standard;Long;11
1569;82.03;65;Incursion;Standard;Long;11
1575;82.02;65;Incursion;Standard;Long;11
1581;81.75;65;Incursion;Standard;Long;11
1587;81.33;66;Incursion;Standard;Long;12
1593;80.86;66;Incursion;Standard;Long;12
1599;80.36;66;Incursion;Standard;Long;12
1605;79.9;66;Incursion;Standard;Long;12
1611;79.57;67;Incursion;Standard;Long;12
1617;79.32;67;Incursion;Standard;Long;12
1623;79.17;67;Incursion;Standard;Long;12
1629;79.13;67;Incursion;Standard;Long;12
1635;79.17;68;Incursion;Standard;Long;12
1641;79.21;68;Incursion;Standard;Long;12
1647;79.34;68;Incursion;Standard;Long;12
1653;79.42;68;Incursion;Standard;Long;12
1659;79.5;69;Incursion;Standard;Long;12
1665;79.61;69;Incursion;Standard;Long;12
1671;79.74;69;Incursion;Standard;Long;12
1677;79.94;69;Incursion;Standard;Long;12
1683;80.14;70;Incursion;Standard;Long;12
1689;80.36;70;Incursion;Standard;Long;12
1695;80.66;70;Incursion;Standard;Long;12
1701;80.9;70;Incursion;Standard;Long;12
1707;81.11;71;Incursion;Standard;Long;12
1713;81.32;71;Incursion;Standard;Long;12
1719;81.47;71;Incursion;Standard;Long;12
1725;81.64;71;Incursion;Standard;Long;12
1731;81.79;72;Incursion;Standard;Long;13
1737;81.91;72;Incursion;Standard;Long;13
1743;82.03;72;Incursion;Standard;Long;13
1749;82.11;72;Incursion;Standard;Long;13
1755;82.21;73;Incursion;Standard;Long;13
1761;82.28;73;Incursion;Standard;Long;13
1767;82.24;73;Incursion;Standard;Long;13
1773;82.2;73;Incursion;Standard;Long;13
1779;82.23;74;Incursion;Standard;Long;13
1785;82.23;74;Incursion;Standard;Long;13
1791;82.29;74;Incursion;Standard;Long;13
1797;82.33;74;Incursion;Standard;Long;13
1803;82.47;75;Incursion;Standard;Long;13
1809;82.72;75;Incursion;Standard;Long;13
1815;82.98;75;Incursion;Standard;Long;13
1821;83.26;75;Incursion;Standard;Long;13
1827;83.59;76;Incursion;Standard;Long;13
1833;84.01;76;Incursion;Standard;Long;13
1839;84.35;76;Incursion;Standard;Long;13
1845;84.82;76;Incursion;Standard;Long;13
1851;85.22;77;Incursion;Standard;Long;13
1857;85.77;77;Incursion;Standard;Long;13
1863;86.32;77;Incursion;Standard;Long;13
1869;86.9;77;Incursion;Standard;Long;13
1875;87.38;78;Incursion;Standard;Long;14
1881;87.71;78;Incursion;Standard;Long;14
1887;88.01;78;Incursion;Standard;Long;14
1893;88.3;78;Incursion;Standard;Long;14
1899;88.5;79;Incursion;Standard;Long;14
1905;88.63;79;Incursion;Standard;Long;14
1911;88.87;79;Incursion;Standard;Long;14
1917;89.03;79;Incursion;Standard;Long;14
1923;89.23;80;Incursion;Standard;Long;14
1929;89.3;80;Incursion;Standard;Long;14
1935;89.45;80;Incursion;Standard;Long;14
1941;89.56;80;Incursion;Standard;Long;14
1947;89.69;81;Incursion;Standard;Long;14
1953;89.87;81;Incursion;Standard;Long;14
1959;90.06;81;Incursion;Standard;Long;14
1965;90.33;81;Incursion;Standard;Long;14
1971;90.58;82;Incursion;Standard;Long;14
1977;90.83;82;Incursion;Standard;Long;14
1983;91.08;82;Incursion;Standard;Long;14
1989;91.37;82;Incursion;Standard;Long;14
1995;91.7;83;Incursion;Standard;Long;14
2001;92.08;83;Incursion;Standard;Long;14
2007;92.42;83;Incursion;Standard;Long;14
2013;92.81;83;Incursion;Standard;Long;14
2019;93.22;84;Incursion;Standard;Long;15
2025;93.68;84;Incursion;Standard;Long;15
2031;94.1;84;Incursion;Standard;Long;15
2037;94.43;84;Incursion;Standard;Long;15
2043;94.81;85;Incursion;Standard;Long;15
2049;95.25;85;Incursion;Standard;Long;15
2055;95.71;85;Incursion;Standard;Long;15
2061;96.13;85;Incursion;Standard;Long;15
2067;96.54;86;Incursion;Standard;Long;15
2073;96.9;86;Incursion;Standard;Long;15
2079;97.2;86;Incursion;Standard;Long;15
2085;97.47;86;Incursion;Standard;Long;15
2091;97.7;87;Incursion;Standard;Long;15
3;9.11;0;Incursion;Hardcore;Long;1
9;9.11;0;Incursion;Hardcore;Long;1
15;11.08;0;Incursion;Hardcore;Long;1
21;12.41;0;Incursion;Hardcore;Long;1
27;13.41;1;Incursion;Hardcore;Long;1
33;14.37;1;Incursion;Hardcore;Long;1
39;15.38;1;Incursion;Hardcore;Long;1
45;16.15;1;Incursion;Hardcore;Long;1
51;16.69;2;Incursion;Hardcore;Long;1
57;17.07;2;Incursion;Hardcore;Long;1
63;17.4;2;Incursion;Hardcore;Long;1
69;17.79;2;Incursion;Hardcore;Long;1
75;18.9;3;Incursion;Hardcore;Long;1
81;20.06;3;Incursion;Hardcore;Long;1
87;20.83;3;Incursion;Hardcore;Long;1
93;21.63;3;Incursion;Hardcore;Long;1
99;22.48;4;Incursion;Hardcore;Long;1
105;23.27;4;Incursion;Hardcore;Long;1
111;23.9;4;Incursion;Hardcore;Long;1
117;24.54;4;Incursion;Hardcore;Long;1
123;25.23;5;Incursion;Hardcore;Long;1
129;25.96;5;Incursion;Hardcore;Long;1
135;26.66;5;Incursion;Hardcore;Long;1
141;27.24;5;Incursion;Hardcore;Long;1
147;27.83;6;Incursion;Hardcore;Long;2
153;28.38;6;Incursion;Hardcore;Long;2
159;28.83;6;Incursion;Hardcore;Long;2
165;29.18;6;Incursion;Hardcore;Long;2
171;29.39;7;Incursion;Hardcore;Long;2
177;29.5;7;Incursion;Hardcore;Long;2
183;29.59;7;Incursion;Hardcore;Long;2
189;29.7;7;Incursion;Hardcore;Long;2
195;29.79;8;Incursion;Hardcore;Long;2
201;29.89;8;Incursion;Hardcore;Long;2
207;30.01;8;Incursion;Hardcore;Long;2
213;30.13;8;Incursion;Hardcore;Long;2
219;30.22;9;Incursion;Hardcore;Long;2
225;30.34;9;Incursion;Hardcore;Long;2
231;30.46;9;Incursion;Hardcore;Long;2
237;30.65;9;Incursion;Hardcore;Long;2
243;30.9;10;Incursion;Hardcore;Long;2
249;31.15;10;Incursion;Hardcore;Long;2
255;31.52;10;Incursion;Hardcore;Long;2
261;31.93;10;Incursion;Hardcore;Long;2
267;32.36;11;Incursion;Hardcore;Long;2
273;32.82;11;Incursion;Hardcore;Long;2
279;33.32;11;Incursion;Hardcore;Long;2
285;33.89;11;Incursion;Hardcore;Long;2
291;34.44;12;Incursion;Hardcore;Long;3
297;34.96;12;Incursion;Hardcore;Long;3
303;35.7;12;Incursion;Hardcore;Long;3
309;36.34;12;Incursion;Hardcore;Long;3
315;37.17;13;Incursion;Hardcore;Long;3
321;38.05;13;Incursion;Hardcore;Long;3
327;39.01;13;Incursion;Hardcore;Long;3
333;39.92;13;Incursion;Hardcore;Long;3
339;41.02;14;Incursion;Hardcore;Long;3
345;42.14;14;Incursion;Hardcore;Long;3
351;43.26;14;Incursion;Hardcore;Long;3
357;44.26;14;Incursion;Hardcore;Long;3
363;45.33;15;Incursion;Hardcore;Long;3
369;46.38;15;Incursion;Hardcore;Long;3
375;47.25;15;Incursion;Hardcore;Long;3
381;48.11;15;Incursion;Hardcore;Long;3
387;48.74;16;Incursion;Hardcore;Long;3
393;49.36;16;Incursion;Hardcore;Long;3
399;49.78;16;Incursion;Hardcore;Long;3
405;50.15;16;Incursion;Hardcore;Long;3
411;50.38;17;Incursion;Hardcore;Long;3
417;50.55;17;Incursion;Hardcore;Long;3
423;50.74;17;Incursion;Hardcore;Long;3
429;51.05;17;Incursion;Hardcore;Long;3
435;51.34;18;Incursion;Hardcore;Long;4
441;51.75;18;Incursion;Hardcore;Long;4
447;52.13;18;Incursion;Hardcore;Long;4
453;52.66;18;Incursion;Hardcore;Long;4
459;53.26;19;Incursion;Hardcore;Long;4
465;53.89;19;Incursion;Hardcore;Long;4
471;54.64;19;Incursion;Hardcore;Long;4
477;55.56;19;Incursion;Hardcore;Long;4
483;56.59;20;Incursion;Hardcore;Long;4
489;57.88;20;Incursion;Hardcore;Long;4
495;59.3;20;Incursion;Hardcore;Long;4
501;60.93;20;Incursion;Hardcore;Long;4
507;62.6;21;Incursion;Hardcore;Long;4
513;64.24;21;Incursion;Hardcore;Long;4
519;65.8;21;Incursion;Hardcore;Long;4
525;67.11;21;Incursion;Hardcore;Long;4
531;68.0;22;Incursion;Hardcore;Long;4
537;68.83;22;Incursion;Hardcore;Long;4
543;69.49;22;Incursion;Hardcore;Long;4
549;69.79;22;Incursion;Hardcore;Long;4
555;69.76;23;Incursion;Hardcore;Long;4
561;69.27;23;Incursion;Hardcore;Long;4
567;68.49;23;Incursion;Hardcore;Long;4
573;67.45;23;Incursion;Hardcore;Long;4
579;66.45;24;Incursion;Hardcore;Long;5
585;65.4;24;Incursion;Hardcore;Long;5
591;64.36;24;Incursion;Hardcore;Long;5
597;63.4;24;Incursion;Hardcore;Long;5
603;62.69;25;Incursion;Hardcore;Long;5
615;61.94;25;Incursion;Hardcore;Long;5
621;61.25;25;Incursion;Hardcore;Long;5
627;60.78;26;Incursion;Hardcore;Long;5
633;60.57;26;Incursion;Hardcore;Long;5
